id,label,text,subject,speaker,speaker_job,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,source,sensational_score,hedging_score,sentiment_compound
10900.json,barely-true,"You dont have to be as smart as a fifth-grader to know what causes the climate is the sun. The sun. I have people tell me, Carbon dioxide warms the Earth. No, it doesnt. The sun warms the Earth.","climate-change,weather",don-zimmerman,Computer systems,Texas,republican,2.0,0.0,0.0,1.0,0.0,an Austin City Council briefing,LIAR,0.0,0.0,0.4563
13011.json,half-true,"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.","crime,criminal-justice,homeland-security,immigration",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech on immigration in Phoenix,LIAR,0.0,0.0,0.2702
11514.json,false,"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.","energy,environment,state-finances",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,comments during the CNBC debate.,LIAR,0.0,0.0,0.5994
8145.json,pants-fire,A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.,guns,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a document shared via email and social media,LIAR,0.0,0.0,0.4215
4939.json,true,"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",history,pat-roberts,U.S. Senator,Kansas,republican,1.0,1.0,0.0,0.0,0.0,an interview on Fox Business News,LIAR,0.0,0.0,0.0
3474.json,true,Says a Lubbock terror suspects alleged plan to use baby dolls to conceal chemical explosives is similar to a 1995 plot to blow up 12 jumbo jets over the Pacific Ocean.,terrorism,michael-mccaul,congressman,Texas,republican,1.0,0.0,1.0,4.0,0.0,a statement,LIAR,0.0,0.0,-0.7003
8623.json,half-true,The minimum wage in real terms right now is below where it was when Harry Truman was in office.,"economy,history,workers",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at the Center for American Progress,LIAR,0.0,0.0,0.0
4913.json,barely-true,We have more natural gas in this country than Saudi Arabia has oil.,"energy,new-hampshire-2012",jon-huntsman,,Utah,republican,5.0,1.0,5.0,4.0,1.0,an editorial board meeting with the Nashua Telegraph,LIAR,0.0,0.0,0.4201
5797.json,half-true,"Says more than 8,000 people have supported her campaign as volunteers, donors and advisors and endorsers.","message-machine-2012,unions",mary-nolan,Represents Southwest Portland in Oregon House,Oregon,democrat,0.0,0.0,3.0,0.0,0.0,a campaign website,LIAR,0.0,0.0,0.3182
6754.json,barely-true,James Langevin has received almost $20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Islands needs.,"campaign-finance,congress,congressional-rules,job-accomplishments,message-machine-2012,campaign-advertising",michael-riley,,Rhode Island,republican,2.0,1.0,1.0,0.0,0.0,a radio ad,LIAR,0.0,0.0,0.8225
3229.json,mostly-true,"Since Sept. 11, 2001, 270,000 Americans were killed by gunfire at home.","guns,pundits",doonesbury,,,none,0.0,0.0,2.0,4.0,0.0,a comic strip,LIAR,0.0,0.0,-0.6705
3695.json,barely-true,Polls show that Floridians dont want to repeal the Affordable Care Act.,"health-care,polls",joe-gibbons,State Representative,Florida,democrat,1.0,0.0,0.0,0.0,0.0,comments on the House floor,LIAR,0.0,0.0,0.4548
9723.json,true,San Antonio is now the largest city in the United States ever to have an African American woman mayor.,"city-government,history,population",henry-cisneros,Businessman,Texas,democrat,0.0,0.0,0.0,0.0,0.0,a statement after Ivy Taylor's selection as mayor of San Antonio,LIAR,0.0,0.0,0.4215
12412.json,true,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.","children,education",don-willett,"Justice, Place 2, Texas Supreme Court",Texas,republican,0.0,0.0,0.0,0.0,0.0,the majority Texas Supreme Court opinion in Texas school finance case,LIAR,0.0,0.0,0.25
6433.json,false,"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.","guns,human-rights,trade",paul-broun,Congressman,Georgia,republican,4.0,8.0,3.0,2.0,1.0,a YouTube video,LIAR,0.0,0.0,0.2975
13384.json,pants-fire,Says Hillary Clinton wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. Thats what could happen. You triple the size of our country in one week.,"homeland-security,immigration",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign rally in Albuquerque,LIAR,0.0,0.0,0.0
2898.json,half-true,"In the fall of 2009, only 21 percent of Texas high school graduates enrolled in a four-year public university.","economy,education",todd-staples,state agriculture commissioner,Texas,republican,0.0,1.0,4.0,3.0,1.0,a Web post.,LIAR,0.0,0.0,0.0
11325.json,half-true,The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.,"city-budget,city-government,county-budget,county-government,public-safety",kenneth-block,businessman,,republican,0.0,3.0,2.0,3.0,0.0,TV interview,LIAR,0.0,0.0,-0.34
10617.json,true,The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,"taxes,transportation",atlanta-journal-constitution,,,none,0.0,0.0,0.0,0.0,0.0,news reports,LIAR,0.0,0.0,0.3612
767.json,barely-true,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",taxes,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,vice presidential debate in St. Louis,LIAR,0.0,0.0,0.0
10469.json,mostly-true,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,"congress,congressional-rules",phil-kerpen,President of American Commitment and columnist,"Washington, D.C.",republican,0.0,0.0,0.0,1.0,0.0,a tweet,LIAR,0.1,0.0,0.5859
10156.json,mostly-true,Wisconsin Republicans repealed a statewide fair pay law that made sure women are treated fairly on the job.,"civil-rights,government-regulation,income,women,workers",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech,LIAR,0.0,0.0,0.4939
753.json,mostly-true,"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Oxford, Miss.",LIAR,0.0,0.0,-0.2411
11696.json,half-true,"Regarding the USA Freedom Act, There is nothing we are allowed to do under this bill that we could not do before.","privacy,terrorism",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a Republican presidential debate in Las Vegas,LIAR,0.05,0.0,0.6369
7446.json,true,"Says that except for foreign policy, Ron Pauls voting record and his voting record are virtually identical.",voting-record,paul-broun,Congressman,Georgia,republican,4.0,8.0,3.0,2.0,1.0,a fundraiser letter,LIAR,0.0,0.0,0.0
12217.json,true,In Malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.,"foreign-policy,human-rights,labor,trade",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,an interview with the New York Daily News,LIAR,0.0,0.0,0.0
9122.json,mostly-true,Says Rick Scott presided over cuts to the Bright Futures college scholarship program.,education,american-bridge-21st-century,,,democrat,2.0,1.0,0.0,3.0,0.0,an online video,LIAR,0.0,0.0,0.1779
12795.json,false,"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",immigration,catherine-cortez-masto,,Nevada,democrat,0.0,1.0,1.0,1.0,0.0,a news release,LIAR,0.0,0.0,-0.25
13506.json,true,We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.,"economy,state-budget",andrew-cuomo,Governor,New York,democrat,1.0,0.0,0.0,1.0,0.0,"a speech in Fishkill, NY",LIAR,0.0,0.0,-0.0772
12965.json,half-true,"In Congress, (Cresent Hardy) voted to defund DACA.",immigration,ruben-kihuen,State Senator,Nevada,democrat,0.0,0.0,1.0,0.0,0.0,a press conference,LIAR,0.05,0.0,0.4019
2148.json,true,Today almost half our debt is owned by foreigners.,"federal-budget,foreign-policy,history",jeb-hensarling,U.S. Congressman,Texas,republican,0.0,2.0,1.0,0.0,1.0,a speech,LIAR,0.0,0.0,-0.3041
1733.json,mostly-true,"Gov. Lawton Chiles said ""if I were to become ... become speaker of the House it would be (his) worst nightmare.""",candidates-biography,daniel-webster,"U.S. Representative, Florida District 8",Florida,republican,0.0,0.0,0.0,1.0,0.0,announcing his campaign for the U.S. House.,LIAR,0.0,0.0,-0.6249
12586.json,barely-true,Says Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in.,"government-regulation,guns,history,public-safety,pundits",stephen-colbert,,,none,1.0,0.0,0.0,2.0,0.0,a comedy sketch,LIAR,0.05,0.0,0.0
7573.json,mostly-true,"Our debt now is about $140,000 per household.","debt,taxes",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a speech on the Senate floor,LIAR,0.0,0.0,-0.3612
8350.json,pants-fire,Ken Cuccinelli tried to shut down state government.,"bipartisanship,state-budget",terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a debate.,LIAR,0.0,0.0,0.0
9632.json,mostly-true,"There are fewerwars, there are fewerpeople dying in wars now than there have been in quite some time.","foreign-policy,history,military",stu-burguiere,"Writer, Glenn Beck Program",,none,0.0,0.0,0.0,1.0,0.0,comments on The Glenn Beck Radio Program,LIAR,0.0,0.0,-0.5574
1830.json,barely-true,Says he was a Marine during Vietnam.,"candidates-biography,ethics,message-machine,military,veterans",dale-peterson,,Alabama,republican,1.0,0.0,1.0,0.0,0.0,a campaign commercial,LIAR,0.0,0.0,0.0
5345.json,half-true,"[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!",federal-budget,GaGOP,,,republican,2.0,1.0,1.0,0.0,0.0,a web post,LIAR,0.08,0.0,0.077
569.json,half-true,"Barack Obama said he would debate 'anywhere, anytime' but has rejected joint town hall meetings.",elections,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a news release,LIAR,0.0,0.0,-0.6652
12868.json,mostly-true,Because of the Trans-Pacific Partnership weve got a country like Malaysia taking really serious efforts to crack down on human trafficking.,"human-rights,trade",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,at the White House,LIAR,0.0,0.0,0.228
12317.json,half-true,You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show.,"crime,guns",amy-schumer,,,none,0.0,0.0,2.0,0.0,0.0,"an episode of ""Inside Amy Schumer""",LIAR,0.0,0.0,-0.8207
9445.json,false,Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,veterans,bill-cassidy,U.S. House of Representatives,Louisiana,republican,0.0,1.0,0.0,0.0,1.0,a statement on his website,LIAR,0.0,0.0,-0.3182
10601.json,mostly-true,Says Hillary Clinton sent a memo to all State Department staff that said you should not do State Department business on personal email.,"ethics,transparency",joe-scarborough,Host of a morning show on MSNBC,,none,1.0,4.0,3.0,3.0,0.0,"a broadcast of MSNBC's ""Morning Joe""",LIAR,0.0,0.0,0.0
7997.json,false,More Americans receive food aid than work in (the) private sector.,"jobs,poverty,pundits,workers",allen-west,"U.S. representative, Florida District 22",Florida,republican,6.0,9.0,3.0,1.0,4.0,a tweet,LIAR,0.0,0.0,0.0
1845.json,half-true,A Houston school district analysis found that the (State Board of Education) more than quadrupled the number of historical figures students must learn about.,education,kathy-miller,"President, Texas Freedom Network",,none,0.0,0.0,1.0,0.0,0.0,an op-ed article,LIAR,0.0,0.0,0.0772
10299.json,half-true,On timing of right to work legislation,workers,robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,0.0,3.0,2.0,5.0,1.0,various interviews,LIAR,0.0,0.0,0.0
966.json,true,Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.,economy,mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,a TV interview,LIAR,0.05,0.0,0.2263
11140.json,mostly-true,Every year the First Coast Guard District saves 350 lives in the Northeast.,public-safety,Coast-Guard,,,none,0.0,0.0,0.0,1.0,0.0,news release,LIAR,0.0,0.0,0.0
11240.json,half-true,Our companies are moving into Mexico more than almost any other place right now.,"foreign-policy,trade",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview on CNN.,LIAR,0.0,0.0,0.0
9896.json,false,Jorge Elorza wants to impose a municipal income tax.,"city-budget,deficit,economy,taxes",vincent-buddy-cianci,,Rhode Island,independent,0.0,2.0,1.0,2.0,1.0,a radio interview,LIAR,0.0,0.0,-0.296
8771.json,mostly-true,"Texas is experiencing the fastest population growth in the country, adding more than 1,000 people a day.","energy,population",texans-reliable-power,,,none,0.0,0.0,0.0,1.0,0.0,an advertisement,LIAR,0.0,0.0,0.3818
6111.json,false,The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.,"campaign-finance,corporations,corrections-and-updates,elections",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a speech,LIAR,0.0,0.0,-0.25
3138.json,true,"[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.","climate-change,environment,transportation",ken-cuccinelli,Attorney General,Virginia,republican,1.0,10.0,3.0,2.0,1.0,a speech to Tea Party activists.,LIAR,0.0,0.0,0.0
10912.json,mostly-true,500 percent more traffic here?,"city-budget,city-government",anonymous-activist,,Texas,none,0.0,0.0,0.0,1.0,0.0,yard signs posted anonymously opposing a proposed office park redevelopment in Northwest Austin,LIAR,0.0,0.0,0.0
12819.json,half-true,Our economy is so much stronger than when (Barack Obama and Joe Biden) took office. Nearly 15 million new private-sector jobs.,"economy,jobs",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,her acceptance speech at the Democratic convention,LIAR,0.0,0.0,0.4364
3835.json,pants-fire,House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.,congressional-rules,jim-moran,U. S. Congressman,Virginia,democrat,2.0,1.0,1.0,6.0,1.0,a speech.,LIAR,0.0,0.0,0.0
13054.json,half-true,Says crime is rising in Manchester and has gone up 19 percent under Mayor Ted Gatsas.,crime,chris-sununu,Executive Councilor,New Hampshire,republican,0.0,1.0,1.0,0.0,1.0,an ad,LIAR,0.0,0.0,-0.5423
11606.json,mostly-true,"Since he took office as Milwaukee County executive, we have never raised bus fares and this year therell be a million route-miles more than there were five years ago.","job-accomplishments,transportation",chris-abele,Philanthropist,Wisconsin,none,3.0,5.0,4.0,4.0,2.0,a TV interview,LIAR,0.0,0.0,0.0
6499.json,mostly-true,Thirty percent of [Sheldon Whitehouse campaign] money is coming from special interests.,campaign-finance,barry-hinckley,,Rhode Island,republican,0.0,4.0,1.0,2.0,2.0,a news conference,LIAR,0.0,0.0,0.5719
10133.json,half-true,Says Scott Walker is forcing some women to undergo a transvaginal probe to get an abortion.,"abortion,health-care,message-machine-2014,public-health,technology,women",emilys-list,,,organization,1.0,0.0,3.0,2.0,0.0,a TV ad,LIAR,0.0,0.0,0.0
414.json,true,Iraq is costing each household about $100 a month.,iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Charleston, W.Va.",LIAR,0.0,0.0,0.0
496.json,false,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,Chicago,LIAR,0.0,0.0,-0.6808
9279.json,false,On in-state tuition for illegal immigrants.,"education,immigration",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,interviews and news releases,LIAR,0.0,0.0,-0.5574
11983.json,false,Says the New York Times can write a story that they know is false yet they cant basically be sued.,legal-issues,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on ""Fox News Sunday""",LIAR,0.0,0.0,0.0
1614.json,true,"The health care bill will subsidize families of four that make more than $80,000 a year.",health-care,orrin-hatch,U.S. Senator,Utah,republican,2.0,0.0,1.0,0.0,0.0,an interview on CNN's State of the Union,LIAR,0.0,0.0,0.4939
7623.json,half-true,Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.,"crime,criminal-justice,guns,public-safety",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a Facebook post,LIAR,0.0,0.0,-0.624
3733.json,true,American oil production is at its highest level since 2003.,energy,jim-moran,U. S. Congressman,Virginia,democrat,2.0,1.0,1.0,6.0,1.0,a press release.,LIAR,0.0,0.0,0.0
2328.json,half-true,Charlie Crist has six different positions on ObamaCare.,health-care,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a campaign website,LIAR,0.0,0.0,0.0
4756.json,half-true,"The Confederate battle flag never flew over Texas, but... you might soon see it on our license plates.",history,progress-texas,,Texas,none,3.0,0.0,1.0,0.0,2.0,an opinion column.,LIAR,0.0,0.0,-0.2023
10192.json,false,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.","hunger,population",delia-garza,Attorney,Texas,none,0.0,1.0,0.0,0.0,0.0,as quoted in a news story,LIAR,0.0,0.0,0.0
8988.json,mostly-true,Georgias civil forfeiture laws are among the worst in the country and the very worst in the South.,"criminal-justice,legal-issues",americans-prosperity-georgia-chapter,,,none,0.0,0.0,2.0,1.0,0.0,a press conference,LIAR,0.0,0.0,-0.8588
13515.json,false,"Says actor Dwayne The Rock Johnson wore a T-shirt stating: We Stand for the flag, we kneel for the fallen.","fake-news,pop-culture",sid-miller,State agriculture commissioner,Texas,republican,1.0,2.0,2.0,0.0,1.0,a Facebook post of photo and caption on Miller's fan page,LIAR,0.0,0.0,-0.3612
671.json,true,"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.""","afghanistan,foreign-policy,military",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a speech at the Democratic National Convention in Denver,LIAR,0.0,0.0,0.4215
8283.json,barely-true,"Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.",jobs,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an interview,LIAR,0.0,0.0,-0.4019
7335.json,half-true,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,guns,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a U.S. Senate committee hearing.,LIAR,0.0,0.0,0.0
6533.json,mostly-true,"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.","federal-budget,poverty,social-security,taxes,wealth",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a news release,LIAR,0.0,0.0,0.4767
3625.json,mostly-true,Says Texas routinely gets a lot more federal spending than it pays in taxes.,"federal-budget,pundits,taxes",rachel-maddow,MSNBC host,,none,6.0,6.0,4.0,6.0,1.0,an episode of The Rachel Maddow Show.,LIAR,0.0,0.0,0.0
6993.json,false,Says Jim Renacci opposed increasing combat bonuses for our troops.,"federal-budget,job-accomplishments,message-machine-2012,military",democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a television ad,LIAR,0.0,0.0,0.296
599.json,true,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,economy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a town hall in St. Petersburg, Fla.",LIAR,0.0,0.0,0.0
11561.json,false,The Democrats plan to raise your tax rates to 70 or 80 percent.,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,the fourth GOP undercard debate.,LIAR,0.0,0.0,0.0
4170.json,pants-fire,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",transportation,federal-transit-administration,,,none,0.0,0.0,0.0,0.0,1.0,a press release,LIAR,0.0,0.0,0.2732
9116.json,mostly-true,Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,"economy,jobs,poverty",steven-rattner,,,democrat,0.0,0.0,0.0,2.0,0.0,"comments on ABC's ""This Week""",LIAR,0.0,0.0,-0.296
2260.json,half-true,"U.S. Rep. Jim Marshall (D-Ga.) refuses to return $37,000 in dirty campaign contributions from U.S. Rep. Charles Rangel (D-N.Y.)",message-machine,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a recorded message,LIAR,0.0,0.0,-0.4404
1404.json,half-true,On abortion rights.,abortion,harold-ford-jr,,,democrat,0.0,0.0,0.0,0.0,0.0,comments on the subject over the past 10 years.,LIAR,0.0,0.0,0.0
9042.json,barely-true,Says Cathy Jordan was arrested and dragged out of her home by a SWAT team of hooligans for using medical marijuana.,"crime,drugs,health-care,marijuana",john-morgan,Attorney,Florida,democrat,1.0,1.0,0.0,0.0,0.0,a medical marijuana debate at the University of Tampa,LIAR,0.05,0.0,-0.6597
12082.json,half-true,"Republicans control the U.S. Senate with 54 seats, but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate, the majority party represents a minority of the people.","congress,congressional-rules,history,pundits,supreme-court",roy-zimmerman,"singer, songwriter, progressive activist",California,activist,0.0,0.0,1.0,0.0,0.0,a YouTube video,LIAR,0.0,0.0,0.6124
4620.json,mostly-true,Says Republicans want to cut education by 25 percent.,"education,federal-budget,new-hampshire-2012",david-axelrod,,,democrat,2.0,1.0,6.0,7.0,0.0,a speech to the New Hampshire Institute of Politics,LIAR,0.0,0.0,-0.2023
10063.json,false,We know from the social science that children do best with a mom and a dad.,"civil-rights,diversity,families,gays-and-lesbians,marriage",tony-perkins,,,republican,0.0,1.0,1.0,0.0,0.0,"comments on ""Fox News Sunday""",LIAR,0.0,0.0,0.6369
1362.json,half-true,"We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act.","economy,stimulus",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech,LIAR,0.05,0.0,0.5859
4713.json,true,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.","jobs,taxes",mahlon-mitchell,,,democrat,0.0,0.0,0.0,1.0,0.0,remarks,LIAR,0.0,0.0,0.0762
4597.json,half-true,"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person its 30 percent today.","economy,marriage,new-hampshire-2012",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,a Republican presidental primary debate,LIAR,0.0,0.0,-0.2846
9955.json,pants-fire,Was Martha Kanter dispatched to Corvallis with $17 million in stimulus money to save Craig Robinsons job?,stimulus,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a chain email,LIAR,0.0,0.0,0.4939
9582.json,mostly-true,Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.,foreign-policy,lawrence-odonnell,,,none,2.0,2.0,0.0,3.0,0.0,"a broadcast of ""The Last Word with Lawrence O'Donnell""",LIAR,0.0,0.0,0.0258
10154.json,mostly-true,"Says his promise of 250,000 new private sector jobs was a big goal.","economy,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a campaign TV ad,LIAR,0.0,0.0,0.3182
8228.json,mostly-true,Says theres a 100-year-old international norm not to use chemical weapons.,"corrections-and-updates,foreign-policy,history,human-rights,military",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a CNN interview,LIAR,0.0,0.0,-0.4404
1929.json,false,"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",immigration,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press release,LIAR,0.0,0.0,-0.5574
7171.json,mostly-true,Says personal-injury trial lawyers have provided over 80 percent of the funding for the Texas Democratic Party for over a decade.,"campaign-finance,legal-issues",sherry-sylvester,"Communications director, Texans for Lawsuit Reform",Texas,republican,0.0,0.0,0.0,1.0,0.0,an opinion column.,LIAR,0.0,0.0,0.4019
1373.json,barely-true,Americans admire Glenn Beck more than they admire the pope.,"pundits,religion",dana-milbank,Columnist for the Washington Post,"Washington, D.C.",none,2.0,0.0,0.0,1.0,0.0,a column in the Washington Post,LIAR,0.0,0.0,0.7553
2474.json,mostly-true,"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",economy,rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,an appearance at The Plain Dealer,LIAR,0.0,0.0,-0.5574
5743.json,mostly-true,"The Buffett rule raises virtually no money, maybe a day and a half of our borrowing per year.","deficit,economy,federal-budget,taxes",barry-hinckley,,Rhode Island,republican,0.0,4.0,1.0,2.0,2.0,a campaign event.,LIAR,0.0,0.0,-0.296
9907.json,true,"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.","iraq,terrorism",michael-hayden,Former director of the CIA,,none,0.0,0.0,0.0,0.0,0.0,"comments on ""Fox News Sunday""",LIAR,0.0,0.0,0.0
11318.json,mostly-true,Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.,"energy,trade",barry-duval,President and CEO of the Virginia Chamber of Commerce,Virginia,organization,0.0,0.0,0.0,1.0,0.0,an interview,LIAR,0.0,0.0,-0.8074
735.json,barely-true,"Last week Senator Obama's running mate said, get this, 'Raising taxes is patriotic.' ",taxes,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"Reading, Pa.",LIAR,0.0,0.0,0.0
5767.json,true,Congress as a whole is less popular than its been since polling was invented.,"congress,polls",jim-cooper,Congressman,Tennessee,democrat,0.0,0.0,0.0,0.0,0.0,an op-ed published in The Hill.,LIAR,0.0,0.0,0.3626
1833.json,mostly-true,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.","education,message-machine,taxes",empower-texans,,Texas,none,1.0,0.0,0.0,1.0,0.0,a Web video,LIAR,0.0,0.0,0.0
4005.json,barely-true,"Since 2004, there have been some 1,300 attacks (on rail targets). Four thousand people have died. Thousands of injuries.","terrorism,transportation",frank-lautenberg,U.S. Senator,New Jersey,democrat,2.0,0.0,2.0,1.0,0.0,"an interview on ABC's ""Top Line""",LIAR,0.0,0.0,-0.7579
11193.json,half-true,"Emails released to the public show Hillary Clinton discussed the location of Ambassador Stevens, who of course was murdered, in Libya.","candidates-biography,terrorism",andrew-napolitano,judge,,republican,3.0,0.0,2.0,0.0,3.0,"in an interview on Fox's ""Hannity""",LIAR,0.0,0.0,-0.6597
13307.json,false,The stories from women saying he groped or forced himself on them largely have been debunked.,"candidates-biography,crime,history,human-rights,women",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the third 2016 presidential debate,LIAR,0.0,0.0,-0.4588
12640.json,barely-true,"During my administration, for example, we boosted U.S. exports to Canada and Mexico by about 50 percent. That supports about 2.8 million American jobs.",trade,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference at the North American Leaders Summit,LIAR,0.0,0.0,0.6124
3531.json,pants-fire,Weve lost 26 million jobs since (Obamas) been president.,"economy,history,jobs",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,"an interview on NBC's ""Today"" show",LIAR,0.0,0.0,-0.3182
